"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","negative regulation of gene expression","GO:0010629","0.0008349403662652115","3.078344541913771","2516","146","39","18092","ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000115415,ENSG00000173193,ENSG00000185507,ENSG00000100911,ENSG00000156587,ENSG00000107201,ENSG00000196126,ENSG00000189060,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000152518,ENSG00000140464,ENSG00000130589"
"GO:BP","generation of precursor metabolites and energy","GO:0006091","0.0009831892368647335","3.0073628843891367","548","146","15","18092","ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000198886,ENSG00000138035,ENSG00000131203"
"GO:BP","positive regulation of interferon-alpha production","GO:0032727","0.000985629009274264","3.0062865227300426","24","146","4","18092","ENSG00000115415,ENSG00000185507,ENSG00000107201,ENSG00000115267"
"GO:BP","immune system development","GO:0002520","0.001030273363139696","2.9870475283514404","1058","146","22","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000138642,ENSG00000185507,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000055332,ENSG00000240065,ENSG00000160710,ENSG00000177606,ENSG00000101347,ENSG00000133710,ENSG00000100906,ENSG00000131203,ENSG00000089692,ENSG00000152518,ENSG00000140464"
"GO:BP","negative regulation of immune response","GO:0050777","0.001046454732996398","2.9802795534075446","157","146","8","18092","ENSG00000204592,ENSG00000173193,ENSG00000196126,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000123609"
"GO:BP","programmed cell death","GO:0012501","0.001046454732996398","2.9802795534075446","2172","146","35","18092","ENSG00000126709,ENSG00000165949,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000176046,ENSG00000115415,ENSG00000132530,ENSG00000188313,ENSG00000185507,ENSG00000171401,ENSG00000189060,ENSG00000078081,ENSG00000055332,ENSG00000108244,ENSG00000160710,ENSG00000177606,ENSG00000205420,ENSG00000067066,ENSG00000133710,ENSG00000164054,ENSG00000186081,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000124256,ENSG00000140464,ENSG00000120129"
"GO:BP","negative regulation of viral life cycle","GO:1903901","0.0011218634054688235","2.9500600181800767","25","146","4","18092","ENSG00000185885,ENSG00000142089,ENSG00000130303,ENSG00000185201"
"GO:BP","proton transmembrane transport","GO:1902600","0.0011218634054688235","2.9500600181800767","159","146","8","18092","ENSG00000198786,ENSG00000198804,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000198886"
"GO:BP","positive regulation of metabolic process","GO:0009893","0.0011928316875018932","2.92342083239508","3859","146","52","18092","ENSG00000121858,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000140274,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000231389,ENSG00000123240,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000130589,ENSG00000112343"
"GO:BP","positive regulation of innate immune response","GO:0045089","0.0012364026687215408","2.907840066201916","209","146","9","18092","ENSG00000204592,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000240065,ENSG00000138496,ENSG00000089692,ENSG00000124256,ENSG00000173702"
"GO:BP","positive regulation of cytokine-mediated signaling pathway","GO:0001961","0.0012364026687215408","2.907840066201916","50","146","5","18092","ENSG00000019582,ENSG00000173193,ENSG00000185507,ENSG00000138496,ENSG00000124256"
"GO:BP","MDA-5 signaling pathway","GO:0039530","0.0014302686014385651","2.844582395284307","10","146","3","18092","ENSG00000185507,ENSG00000115267,ENSG00000137628"
"GO:BP","regulation of interferon-beta production","GO:0032648","0.0014660151105441307","2.833861553301907","52","146","5","18092","ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000123609,ENSG00000112343"
"GO:BP","interferon-beta production","GO:0032608","0.0017481979668335776","2.7574093891871643","54","146","5","18092","ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000123609,ENSG00000112343"
"GO:BP","neutrophil migration","GO:1990266","0.0018158777804706393","2.7409133854699004","127","146","7","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210"
"GO:BP","positive regulation of monocyte differentiation","GO:0045657","0.0018991314014297636","2.721444985267418","11","146","3","18092","ENSG00000019582,ENSG00000196126,ENSG00000177606"
"GO:BP","inflammatory response","GO:0006954","0.002123903512413022","2.672865216864777","808","146","18","18092","ENSG00000110492,ENSG00000204592,ENSG00000176046,ENSG00000188313,ENSG00000140274,ENSG00000125730,ENSG00000196126,ENSG00000170345,ENSG00000163739,ENSG00000184979,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000124256"
"GO:BP","granulocyte chemotaxis","GO:0071621","0.0021613746508492874","2.6652699463542557","131","146","7","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210"
"GO:BP","positive regulation of viral entry into host cell","GO:0046598","0.002430404443964039","2.6143214493785503","12","146","3","18092","ENSG00000019582,ENSG00000196126,ENSG00000112343"
"GO:BP","protein mono-ADP-ribosylation","GO:0140289","0.002430404443964039","2.6143214493785503","12","146","3","18092","ENSG00000173193,ENSG00000138496,ENSG00000059378"
"GO:BP","positive regulation by symbiont of entry into host","GO:0075294","0.002430404443964039","2.6143214493785503","12","146","3","18092","ENSG00000019582,ENSG00000196126,ENSG00000112343"
"GO:BP","protein polyubiquitination","GO:0000209","0.0025071424936360487","2.600820982180111","344","146","11","18092","ENSG00000165949,ENSG00000132274,ENSG00000138642,ENSG00000100911,ENSG00000156587,ENSG00000173821,ENSG00000240065,ENSG00000138646,ENSG00000163840,ENSG00000123609,ENSG00000112343"
"GO:BP","cytoplasmic pattern recognition receptor signaling pathway in response to virus","GO:0039528","0.0027255819581603323","2.5645407542190695","32","146","4","18092","ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000137628"
"GO:BP","regulation of molecular function","GO:0065009","0.0027255819581603323","2.5645407542190695","2969","146","42","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000119922,ENSG00000176046,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000132274,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000163739,ENSG00000067066,ENSG00000133710,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000163840,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000140464,ENSG00000120129,ENSG00000112343"
"GO:BP","antigen processing and presentation of exogenous peptide antigen via MHC class II","GO:0019886","0.00280121807532285","2.552653079958044","96","146","6","18092","ENSG00000019582,ENSG00000196126,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000089692"
"GO:BP","response to organophosphorus","GO:0046683","0.0028346259816585642","2.5475042365303806","138","146","7","18092","ENSG00000115415,ENSG00000170345,ENSG00000140279,ENSG00000177606,ENSG00000138035,ENSG00000125740,ENSG00000120129"
"GO:BP","cellular response to interferon-alpha","GO:0035457","0.0030160507985501745","2.520561348032953","13","146","3","18092","ENSG00000119917,ENSG00000089127,ENSG00000119922"
"GO:BP","proteolysis","GO:0006508","0.0031126620813466846","2.506868024891624","1846","146","30","18092","ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000176046,ENSG00000100911,ENSG00000156587,ENSG00000125730,ENSG00000173821,ENSG00000057149,ENSG00000107201,ENSG00000002549,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000240065,ENSG00000243649,ENSG00000184979,ENSG00000016602,ENSG00000133710,ENSG00000100906,ENSG00000175197,ENSG00000129451,ENSG00000013374,ENSG00000163840,ENSG00000143546,ENSG00000167757,ENSG00000140464,ENSG00000112343"
"GO:BP","regulation of multicellular organismal process","GO:0051239","0.0031740109665645694","2.4983915770423395","2894","146","41","18092","ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000111335,ENSG00000134321,ENSG00000185507,ENSG00000156587,ENSG00000125730,ENSG00000025708,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000149131,ENSG00000055332,ENSG00000138646,ENSG00000177606,ENSG00000067066,ENSG00000231389,ENSG00000133710,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000112343"
"GO:BP","antigen processing and presentation of peptide antigen via MHC class II","GO:0002495","0.0033942790175908407","2.469252460539423","100","146","6","18092","ENSG00000019582,ENSG00000196126,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000089692"
"GO:BP","antimicrobial humoral response","GO:0019730","0.00357321582653457","2.446940751096137","144","146","7","18092","ENSG00000204592,ENSG00000163739,ENSG00000205420,ENSG00000133710,ENSG00000169429,ENSG00000197903,ENSG00000143546"
"GO:BP","positive regulation of myeloid cell differentiation","GO:0045639","0.003735453572156066","2.427656657054795","102","146","6","18092","ENSG00000187608,ENSG00000019582,ENSG00000115415,ENSG00000196126,ENSG00000170345,ENSG00000177606"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","0.0038721787282061503","2.412044605164704","1175","146","22","18092","ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000115415,ENSG00000156587,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000149131,ENSG00000138646,ENSG00000067066,ENSG00000133710,ENSG00000117228,ENSG00000004468,ENSG00000175197,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000140464"
"GO:BP","regulation of hemopoiesis","GO:1903706","0.0038721787282061503","2.412044605164704","428","146","12","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000115415,ENSG00000185507,ENSG00000196126,ENSG00000170345,ENSG00000177606,ENSG00000133710,ENSG00000100906,ENSG00000089692,ENSG00000152518"
"GO:BP","positive regulation of type II hypersensitivity","GO:0002894","0.003959138579461094","2.4023992966206302","3","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","positive regulation of type IIa hypersensitivity","GO:0001798","0.003959138579461094","2.4023992966206302","3","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","0.0039920932636158405","2.398799321242234","3541","146","47","18092","ENSG00000121858,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000231389,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000130589"
"GO:BP","protein ADP-ribosylation","GO:0006471","0.0039920932636158405","2.398799321242234","36","146","4","18092","ENSG00000173193,ENSG00000140105,ENSG00000138496,ENSG00000059378"
"GO:BP","activation of immune response","GO:0002253","0.004029102640036473","2.3947916689646433","566","146","14","18092","ENSG00000188313,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000149131,ENSG00000240065,ENSG00000243649,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000004468,ENSG00000124256,ENSG00000173702"
"GO:BP","NADH dehydrogenase complex assembly","GO:0010257","0.004105135377891132","2.3866725162786118","67","146","5","18092","ENSG00000198786,ENSG00000198695,ENSG00000198763,ENSG00000198888,ENSG00000198886"
"GO:BP","mitochondrial respiratory chain complex I assembly","GO:0032981","0.004105135377891132","2.3866725162786118","67","146","5","18092","ENSG00000198786,ENSG00000198695,ENSG00000198763,ENSG00000198888,ENSG00000198886"
"GO:BP","regulation of leukocyte proliferation","GO:0070663","0.004291529076220116","2.36738794067158","253","146","9","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","regulation of endopeptidase activity","GO:0052548","0.004435292325885262","2.3530777509540055","437","146","12","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000078081,ENSG00000149131,ENSG00000240065,ENSG00000133710,ENSG00000143546,ENSG00000140464"
"GO:BP","positive regulation of signal transduction","GO:0009967","0.004603938452035168","2.336870490889372","1627","146","27","18092","ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000173193,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000177606,ENSG00000164054,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000112343"
"GO:BP","positive regulation of viral process","GO:0048524","0.00471006229260288","2.326973349101508","108","146","6","18092","ENSG00000185745,ENSG00000019582,ENSG00000196126,ENSG00000160710,ENSG00000177606,ENSG00000112343"
"GO:BP","response to purine-containing compound","GO:0014074","0.004731150676118346","2.3250332204644932","153","146","7","18092","ENSG00000115415,ENSG00000170345,ENSG00000140279,ENSG00000177606,ENSG00000138035,ENSG00000125740,ENSG00000120129"
"GO:BP","positive regulation of type 2 immune response","GO:0002830","0.0050932127066993065","2.29300818610209","16","146","3","18092","ENSG00000019582,ENSG00000134321,ENSG00000131203"
"GO:BP","positive regulation of double-strand break repair via nonhomologous end joining","GO:2001034","0.0050932127066993065","2.29300818610209","16","146","3","18092","ENSG00000138496,ENSG00000101596,ENSG00000163840"
"GO:BP","monocyte differentiation","GO:0030224","0.005098566154850854","2.292551941272452","39","146","4","18092","ENSG00000019582,ENSG00000185507,ENSG00000196126,ENSG00000177606"
"GO:BP","positive regulation of biological process","GO:0048518","0.005126172441182081","2.290206788515765","6466","146","73","18092","ENSG00000185885,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000019582,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000140274,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000205420,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000130589,ENSG00000112343"
"GO:BP","hemopoiesis","GO:0030097","0.005126172441182081","2.290206788515765","962","146","19","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000115415,ENSG00000134321,ENSG00000138642,ENSG00000185507,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000055332,ENSG00000240065,ENSG00000160710,ENSG00000177606,ENSG00000133710,ENSG00000100906,ENSG00000089692,ENSG00000152518,ENSG00000140464"
"GO:BP","granulocyte migration","GO:0097530","0.005145336402826647","2.2885862257382334","156","146","7","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210"
"GO:BP","humoral immune response","GO:0006959","0.00536372141908563","2.2705337866175506","384","146","11","18092","ENSG00000204592,ENSG00000125730,ENSG00000196126,ENSG00000149131,ENSG00000243649,ENSG00000163739,ENSG00000205420,ENSG00000133710,ENSG00000169429,ENSG00000197903,ENSG00000143546"
"GO:BP","positive regulation of gene expression","GO:0010628","0.005455542120065924","2.2631620868620943","2396","146","35","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000125730,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000231389,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000163840,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000124256,ENSG00000140464,ENSG00000130589"
"GO:BP","pattern recognition receptor signaling pathway","GO:0002221","0.0058499058492325765","2.232851123573854","211","146","8","18092","ENSG00000134321,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000137628,ENSG00000100906,ENSG00000143546,ENSG00000110446"
"GO:BP","negative regulation of response to stimulus","GO:0048585","0.006014275811035561","2.2208166592976633","1752","146","28","18092","ENSG00000126709,ENSG00000121858,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000173193,ENSG00000100911,ENSG00000173821,ENSG00000057149,ENSG00000196126,ENSG00000149131,ENSG00000240065,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000123240,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000120129,ENSG00000112343"
"GO:BP","regulation of signal transduction","GO:0009966","0.006055393183762415","2.21785765235668","3207","146","43","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000173821,ENSG00000057149,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000112343"
"GO:BP","leukocyte proliferation","GO:0070661","0.006058939968563287","2.2176033504331385","328","146","10","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210"
"GO:BP","response to tumor necrosis factor","GO:0034612","0.006172490233507762","2.209539588562825","329","146","10","18092","ENSG00000115415,ENSG00000100911,ENSG00000240065,ENSG00000117228,ENSG00000169429,ENSG00000100906,ENSG00000013374,ENSG00000102524,ENSG00000006210,ENSG00000152518"
"GO:BP","response to interleukin-1","GO:0070555","0.006453915203553792","2.190176744985817","215","146","8","18092","ENSG00000100911,ENSG00000240065,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000100906,ENSG00000006210,ENSG00000124256"
"GO:BP","MHC class II protein complex assembly","GO:0002399","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000196126,ENSG00000204287"
"GO:BP","type II hypersensitivity","GO:0002445","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","regulation of type IIa hypersensitivity","GO:0001796","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","type IIa hypersensitivity","GO:0001794","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","regulation of type II hypersensitivity","GO:0002892","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","hydrogen peroxide biosynthetic process","GO:0050665","0.006469155095088272","2.189152436719525","18","146","3","18092","ENSG00000140274,ENSG00000198712,ENSG00000140279"
"GO:BP","acute inflammatory response","GO:0002526","0.006469155095088272","2.189152436719525","117","146","6","18092","ENSG00000204592,ENSG00000176046,ENSG00000188313,ENSG00000125730,ENSG00000173432,ENSG00000143546"
"GO:BP","peptide antigen assembly with MHC class II protein complex","GO:0002503","0.006469155095088272","2.189152436719525","4","146","2","18092","ENSG00000196126,ENSG00000204287"
"GO:BP","regulation of DNA-binding transcription factor activity","GO:0051090","0.006469155095088272","2.189152436719525","463","146","12","18092","ENSG00000176046,ENSG00000132274,ENSG00000107201,ENSG00000170345,ENSG00000055332,ENSG00000177606,ENSG00000067066,ENSG00000100906,ENSG00000175197,ENSG00000143546,ENSG00000006210,ENSG00000112343"
"GO:BP","cellular response to exogenous dsRNA","GO:0071360","0.006469155095088272","2.189152436719525","18","146","3","18092","ENSG00000185745,ENSG00000107201,ENSG00000115267"
"GO:BP","regulation of cell adhesion","GO:0030155","0.006469155095088272","2.189152436719525","752","146","16","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000140464,ENSG00000120129"
"GO:BP","positive regulation of type I interferon production","GO:0032481","0.007036731136736818","2.152629042416158","78","146","5","18092","ENSG00000115415,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000124256"
"GO:BP","regulation of peptidase activity","GO:0052547","0.007122851291832598","2.1473461225950183","469","146","12","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000078081,ENSG00000149131,ENSG00000240065,ENSG00000133710,ENSG00000143546,ENSG00000140464"
"GO:BP","regulation of T cell activation","GO:0050863","0.00721869222069126","2.141541474560801","339","146","10","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000089692"
"GO:BP","negative regulation of viral entry into host cell","GO:0046597","0.007372176433927855","2.132404279616233","19","146","3","18092","ENSG00000185885,ENSG00000142089,ENSG00000185201"
"GO:BP","hematopoietic or lymphoid organ development","GO:0048534","0.007372176433927855","2.132404279616233","1002","146","19","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000115415,ENSG00000134321,ENSG00000138642,ENSG00000185507,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000055332,ENSG00000240065,ENSG00000160710,ENSG00000177606,ENSG00000133710,ENSG00000100906,ENSG00000089692,ENSG00000152518,ENSG00000140464"
"GO:BP","positive regulation of myeloid leukocyte mediated immunity","GO:0002888","0.007372176433927855","2.132404279616233","19","146","3","18092","ENSG00000204592,ENSG00000125730,ENSG00000107201"
"GO:BP","leukocyte migration involved in inflammatory response","GO:0002523","0.007372176433927855","2.132404279616233","19","146","3","18092","ENSG00000110492,ENSG00000143546,ENSG00000006210"
"GO:BP","response to oxidative stress","GO:0006979","0.007597108507312929","2.1193516706484044","474","146","12","18092","ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000115415,ENSG00000198888,ENSG00000170345,ENSG00000140279,ENSG00000177606,ENSG00000004468,ENSG00000138035,ENSG00000140464,ENSG00000120129"
"GO:BP","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844","0.007600156963870159","2.119177438266744","80","146","5","18092","ENSG00000163739,ENSG00000205420,ENSG00000133710,ENSG00000169429,ENSG00000197903"
"GO:BP","apoptotic signaling pathway","GO:0097190","0.008025557340013329","2.095524798014992","620","146","14","18092","ENSG00000126709,ENSG00000165949,ENSG00000121858,ENSG00000019582,ENSG00000176046,ENSG00000177606,ENSG00000067066,ENSG00000164054,ENSG00000004468,ENSG00000175197,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000140464"
"GO:BP","regulation of leukocyte activation","GO:0002694","0.008092341323163381","2.091925807606597","621","146","14","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000152518"
"GO:BP","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:0042771","0.008092341323163381","2.091925807606597","46","146","4","18092","ENSG00000019582,ENSG00000176046,ENSG00000164054,ENSG00000140464"
"GO:BP","aerobic electron transport chain","GO:0019646","0.008293562190282497","2.081258894383499","20","146","3","18092","ENSG00000198804,ENSG00000198938,ENSG00000198712"
