"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","adaptive immune response","GO:0002250","0.008293562190282497","2.081258894383499","698","146","15","18092","ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000185507,ENSG00000125730,ENSG00000196126,ENSG00000078081,ENSG00000149131,ENSG00000179344,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000168394,ENSG00000102524,ENSG00000089692"
"GO:BP","mitochondrial electron transport, cytochrome c to oxygen","GO:0006123","0.008293562190282497","2.081258894383499","20","146","3","18092","ENSG00000198804,ENSG00000198938,ENSG00000198712"
"GO:BP","myeloid leukocyte migration","GO:0097529","0.00831002568601091","2.080397633824125","228","146","8","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210,ENSG00000120129"
"GO:BP","positive regulation of cell communication","GO:0010647","0.008473437767099381","2.071940355858618","1808","146","28","18092","ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000173193,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000177606,ENSG00000164054,ENSG00000004468,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000112343"
"GO:BP","negative regulation of T cell activation","GO:0050868","0.008544063321040747","2.0683355416969933","126","146","6","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000136235,ENSG00000131203,ENSG00000089692"
"GO:BP","positive regulation of signaling","GO:0023056","0.008770354935928213","2.05698283039726","1813","146","28","18092","ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000173193,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000177606,ENSG00000164054,ENSG00000004468,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000112343"
"GO:BP","response to exogenous dsRNA","GO:0043330","0.009132489759419346","2.0394108061053875","48","146","4","18092","ENSG00000185745,ENSG00000107201,ENSG00000115267,ENSG00000100906"
"GO:BP","regulation of lymphocyte proliferation","GO:0050670","0.009132489759419346","2.0394108061053875","232","146","8","18092","ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","regulation of leukocyte differentiation","GO:1902105","0.009335519930832325","2.029861489519572","292","146","9","18092","ENSG00000110492,ENSG00000019582,ENSG00000185507,ENSG00000196126,ENSG00000170345,ENSG00000177606,ENSG00000133710,ENSG00000089692,ENSG00000152518"
"GO:BP","regulation of mononuclear cell proliferation","GO:0032944","0.009496128109297211","2.0224534350827863","234","146","8","18092","ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","leukocyte chemotaxis","GO:0030595","0.009496128109297211","2.0224534350827863","234","146","8","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210,ENSG00000120129"
"GO:BP","positive regulation of hydrogen peroxide biosynthetic process","GO:0010729","0.009496408741482342","2.022440600882657","5","146","2","18092","ENSG00000140274,ENSG00000198712"
"GO:BP","apoptotic process","GO:0006915","0.009858388629544709","2.006194065432666","2018","146","30","18092","ENSG00000126709,ENSG00000165949,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000176046,ENSG00000115415,ENSG00000132530,ENSG00000188313,ENSG00000185507,ENSG00000189060,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000164054,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000124256,ENSG00000140464,ENSG00000120129"
"GO:BP","T cell activation","GO:0042110","0.01018043367587017","1.9922337211126506","495","146","12","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000089692,ENSG00000152518"
"GO:BP","regulation of angiogenesis","GO:0045765","0.010655397664651355","1.9724303375648895","362","146","10","18092","ENSG00000110492,ENSG00000115415,ENSG00000125730,ENSG00000140105,ENSG00000067066,ENSG00000133710,ENSG00000169429,ENSG00000136235,ENSG00000006210,ENSG00000140464"
"GO:BP","response to cold","GO:0009409","0.011100396738246124","1.9546614988573143","51","146","4","18092","ENSG00000198712,ENSG00000170345,ENSG00000137198,ENSG00000100906"
"GO:BP","aerobic respiration","GO:0009060","0.011178091338385179","1.9516323459998952","89","146","5","18092","ENSG00000198804,ENSG00000198888,ENSG00000198938,ENSG00000198712,ENSG00000198886"
"GO:BP","regulation of cytokine production involved in immune response","GO:0002718","0.011178091338385179","1.9516323459998952","89","146","5","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000107201"
"GO:BP","cellular response to interleukin-1","GO:0071347","0.011439572931896612","1.9415901885484796","186","146","7","18092","ENSG00000100911,ENSG00000240065,ENSG00000117228,ENSG00000169429,ENSG00000100906,ENSG00000006210,ENSG00000124256"
"GO:BP","regulation of vasculature development","GO:1901342","0.011507063003185772","1.939035509061289","367","146","10","18092","ENSG00000110492,ENSG00000115415,ENSG00000125730,ENSG00000140105,ENSG00000067066,ENSG00000133710,ENSG00000169429,ENSG00000136235,ENSG00000006210,ENSG00000140464"
"GO:BP","cellular response to dsRNA","GO:0071359","0.011507063003185772","1.939035509061289","23","146","3","18092","ENSG00000185745,ENSG00000107201,ENSG00000115267"
"GO:BP","PERK-mediated unfolded protein response","GO:0036499","0.011507063003185772","1.939035509061289","23","146","3","18092","ENSG00000169429,ENSG00000175197,ENSG00000087074"
"GO:BP","regulation of translation in response to stress","GO:0043555","0.011507063003185772","1.939035509061289","23","146","3","18092","ENSG00000055332,ENSG00000087074,ENSG00000140464"
"GO:BP","cellular response to tumor necrosis factor","GO:0071356","0.01189687825089644","1.9245669828318372","305","146","9","18092","ENSG00000115415,ENSG00000100911,ENSG00000240065,ENSG00000117228,ENSG00000169429,ENSG00000100906,ENSG00000102524,ENSG00000006210,ENSG00000152518"
"GO:BP","negative regulation of molecular function","GO:0044092","0.011926411324089007","1.9234902165648515","1226","146","21","18092","ENSG00000126709,ENSG00000130303,ENSG00000185745,ENSG00000119922,ENSG00000176046,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000078081,ENSG00000149131,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000133710,ENSG00000100906,ENSG00000175197,ENSG00000163840,ENSG00000087074,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of hydrolase activity","GO:0051336","0.012452169949692338","1.9047549606115985","1318","146","22","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000185745,ENSG00000089127,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000057149,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000177606,ENSG00000133710,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000140464"
"GO:BP","negative regulation of cell adhesion","GO:0007162","0.01258330935438414","1.900205126351958","308","146","9","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000117228,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000120129"
"GO:BP","immune response-regulating cell surface receptor signaling pathway","GO:0002768","0.012623861590374534","1.8988077757685358","511","146","12","18092","ENSG00000188313,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000240065,ENSG00000177606,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000004468,ENSG00000173702"
"GO:BP","response to muscle stretch","GO:0035994","0.012689002128276972","1.8965725297747023","24","146","3","18092","ENSG00000170345,ENSG00000177606,ENSG00000100906"
"GO:BP","antigen processing and presentation of endogenous antigen","GO:0019883","0.012689002128276972","1.8965725297747023","24","146","3","18092","ENSG00000019582,ENSG00000204592,ENSG00000168394"
"GO:BP","regulation of type III interferon production","GO:0034344","0.012723329015138118","1.895399242166582","6","146","2","18092","ENSG00000107201,ENSG00000115267"
"GO:BP","negative regulation of DNA binding","GO:0043392","0.012723329015138118","1.895399242166582","54","146","4","18092","ENSG00000177606,ENSG00000067066,ENSG00000100906,ENSG00000175197"
"GO:BP","detection of virus","GO:0009597","0.012723329015138118","1.895399242166582","6","146","2","18092","ENSG00000107201,ENSG00000115267"
"GO:BP","type III interferon production","GO:0034343","0.012723329015138118","1.895399242166582","6","146","2","18092","ENSG00000107201,ENSG00000115267"
"GO:BP","positive regulation of hypersensitivity","GO:0002885","0.012723329015138118","1.895399242166582","6","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","peptide antigen assembly with MHC protein complex","GO:0002501","0.012723329015138118","1.895399242166582","6","146","2","18092","ENSG00000196126,ENSG00000204287"
"GO:BP","phosphorylation","GO:0016310","0.012723329015138118","1.895399242166582","2157","146","31","18092","ENSG00000198786,ENSG00000198804,ENSG00000019582,ENSG00000198695,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000173193,ENSG00000198888,ENSG00000198727,ENSG00000125730,ENSG00000134326,ENSG00000057149,ENSG00000198938,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000228253,ENSG00000055332,ENSG00000138646,ENSG00000138496,ENSG00000198899,ENSG00000198886,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000173432,ENSG00000136235,ENSG00000006210,ENSG00000140464,ENSG00000120129"
"GO:BP","immune response-regulating signaling pathway","GO:0002764","0.012737269674300356","1.8949236561815757","514","146","12","18092","ENSG00000188313,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000240065,ENSG00000177606,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000004468,ENSG00000173702"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","0.01284135413012063","1.8913891771837734","376","146","10","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000136235,ENSG00000143546,ENSG00000102524,ENSG00000131203,ENSG00000089692"
"GO:BP","response to dsRNA","GO:0043331","0.013292963109485498","1.876378200497286","55","146","4","18092","ENSG00000185745,ENSG00000107201,ENSG00000115267,ENSG00000100906"
"GO:BP","regulation of cell activation","GO:0050865","0.013292963109485498","1.876378200497286","666","146","14","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000152518"
"GO:BP","integrated stress response signaling","GO:0140467","0.013582562454763261","1.8670182893351623","25","146","3","18092","ENSG00000169429,ENSG00000175197,ENSG00000087074"
"GO:BP","negative regulation of leukocyte activation","GO:0002695","0.013582562454763261","1.8670182893351623","195","146","7","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000089692"
"GO:BP","positive regulation of neutrophil chemotaxis","GO:0090023","0.013582562454763261","1.8670182893351623","25","146","3","18092","ENSG00000110492,ENSG00000019582,ENSG00000169429"
"GO:BP","regulation of cell communication","GO:0010646","0.014197000891123865","1.8478033904057947","3600","146","45","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000057149,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000112343"
"GO:BP","regulation of cell population proliferation","GO:0042127","0.014375872283044959","1.8423657942056495","1798","146","27","18092","ENSG00000185885,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000057149,ENSG00000140105,ENSG00000196126,ENSG00000055332,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000205420,ENSG00000231389,ENSG00000180573,ENSG00000169429,ENSG00000004468,ENSG00000100906,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of lymphocyte activation","GO:0051249","0.014494416091507534","1.838799275537963","524","146","12","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000089692,ENSG00000152518"
"GO:BP","leukocyte activation","GO:0045321","0.014745815017388902","1.831331218515868","1346","146","22","18092","ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000134321,ENSG00000125730,ENSG00000057149,ENSG00000196126,ENSG00000177606,ENSG00000163739,ENSG00000231389,ENSG00000133710,ENSG00000169429,ENSG00000004468,ENSG00000136235,ENSG00000143546,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000152518"
"GO:BP","negative regulation of leukocyte cell-cell adhesion","GO:1903038","0.014745815017388902","1.831331218515868","145","146","6","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000136235,ENSG00000131203,ENSG00000089692"
"GO:BP","regulation of production of molecular mediator of immune response","GO:0002700","0.014745815017388902","1.831331218515868","145","146","6","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000107201,ENSG00000133710"
"GO:BP","regulation of response to interferon-gamma","GO:0060330","0.014745815017388902","1.831331218515868","26","146","3","18092","ENSG00000115415,ENSG00000173193,ENSG00000138496"
"GO:BP","regulation of interferon-gamma-mediated signaling pathway","GO:0060334","0.014745815017388902","1.831331218515868","26","146","3","18092","ENSG00000115415,ENSG00000173193,ENSG00000138496"
"GO:BP","positive regulation of cytokine production involved in immune response","GO:0002720","0.015484163925607891","1.8101122395999112","58","146","4","18092","ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000107201"
"GO:BP","regulation of gene expression","GO:0010468","0.016319550766217727","1.787291800388407","5162","146","59","18092","ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000156587,ENSG00000125730,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000231389,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000130589,ENSG00000112343"
"GO:BP","MHC protein complex assembly","GO:0002396","0.016319550766217727","1.787291800388407","7","146","2","18092","ENSG00000196126,ENSG00000204287"
"GO:BP","positive regulation of myeloid leukocyte differentiation","GO:0002763","0.016319550766217727","1.787291800388407","59","146","4","18092","ENSG00000019582,ENSG00000196126,ENSG00000170345,ENSG00000177606"
"GO:BP","regulation of entry of bacterium into host cell","GO:2000535","0.016319550766217727","1.787291800388407","7","146","2","18092","ENSG00000205420,ENSG00000169429"
"GO:BP","positive regulation of hydrogen peroxide metabolic process","GO:0010726","0.016319550766217727","1.787291800388407","7","146","2","18092","ENSG00000140274,ENSG00000198712"
"GO:BP","regulation of signaling","GO:0023051","0.016624496414509252","1.7792515013759698","3636","146","45","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000057149,ENSG00000196126,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000160710,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000152778,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000112343"
"GO:BP","negative regulation of cellular protein metabolic process","GO:0032269","0.01671031844461553","1.7770152737797658","1099","146","19","18092","ENSG00000126709,ENSG00000187608,ENSG00000130303,ENSG00000173193,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000133710,ENSG00000130813,ENSG00000163840,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of myeloid cell differentiation","GO:0045637","0.016818054677796047","1.7742242399030137","264","146","8","18092","ENSG00000187608,ENSG00000019582,ENSG00000115415,ENSG00000185507,ENSG00000196126,ENSG00000170345,ENSG00000177606,ENSG00000100906"
"GO:BP","T cell receptor signaling pathway","GO:0050852","0.016923818902810393","1.7715016305831761","205","146","7","18092","ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228"
"GO:BP","positive regulation of granulocyte chemotaxis","GO:0071624","0.017616598153129555","1.7540779521079466","28","146","3","18092","ENSG00000110492,ENSG00000019582,ENSG00000169429"
"GO:BP","regulation of protein metabolic process","GO:0051246","0.01851551446859534","1.7324642162222654","2722","146","36","18092","ENSG00000126709,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000173193,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000133710,ENSG00000130813,ENSG00000173432,ENSG00000100906,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000143546,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","aging","GO:0007568","0.018626644168461468","1.7298653818400953","333","146","9","18092","ENSG00000198804,ENSG00000170345,ENSG00000149131,ENSG00000198899,ENSG00000198886,ENSG00000177606,ENSG00000138035,ENSG00000006210,ENSG00000140464"
"GO:BP","protein K48-linked ubiquitination","GO:0070936","0.018916630140451973","1.7231562274350554","62","146","4","18092","ENSG00000165949,ENSG00000163840,ENSG00000123609,ENSG00000112343"
"GO:BP","mitochondrial respiratory chain complex assembly","GO:0033108","0.019143252245248668","1.717984278044049","105","146","5","18092","ENSG00000198786,ENSG00000198695,ENSG00000198763,ENSG00000198888,ENSG00000198886"
"GO:BP","regulation of catalytic activity","GO:0050790","0.019143252245248668","1.717984278044049","2428","146","33","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000089127,ENSG00000176046,ENSG00000111335,ENSG00000188313,ENSG00000111331,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000196126,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000163739,ENSG00000133710,ENSG00000173432,ENSG00000163840,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of double-strand break repair via nonhomologous end joining","GO:2001032","0.019143252245248668","1.717984278044049","29","146","3","18092","ENSG00000138496,ENSG00000101596,ENSG00000163840"
"GO:BP","negative regulation of cellular process","GO:0048523","0.019373451266437056","1.7127930053803118","5208","146","59","18092","ENSG00000185885,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000173821,ENSG00000057149,ENSG00000140105,ENSG00000196126,ENSG00000189060,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000163739,ENSG00000101347,ENSG00000205420,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000128383,ENSG00000163840,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000089692,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of cell death","GO:0010941","0.01969867108625611","1.7055630712685084","1754","146","26","18092","ENSG00000126709,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000176046,ENSG00000115415,ENSG00000185507,ENSG00000198712,ENSG00000170345,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000124256,ENSG00000140464,ENSG00000120129"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","0.01978481525576878","1.703668000680985","1478","146","23","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000185507,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000177606,ENSG00000231389,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000175197,ENSG00000131203,ENSG00000006210,ENSG00000124256"
"GO:BP","positive regulation of DNA-binding transcription factor activity","GO:0051091","0.01978481525576878","1.703668000680985","273","146","8","18092","ENSG00000132274,ENSG00000107201,ENSG00000055332,ENSG00000067066,ENSG00000175197,ENSG00000143546,ENSG00000006210,ENSG00000112343"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","0.01978481525576878","1.703668000680985","3361","146","42","18092","ENSG00000121858,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000140274,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000198712,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000055332,ENSG00000138496,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000123240,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000130589,ENSG00000112343"
"GO:BP","positive regulation of leukocyte proliferation","GO:0070665","0.01978481525576878","1.703668000680985","157","146","6","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000231389,ENSG00000004468,ENSG00000102524"
"GO:BP","angiogenesis","GO:0001525","0.01978481525576878","1.703668000680985","627","146","13","18092","ENSG00000110492,ENSG00000115415,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000140105,ENSG00000177606,ENSG00000067066,ENSG00000133710,ENSG00000169429,ENSG00000136235,ENSG00000006210,ENSG00000140464"
"GO:BP","regulation by virus of viral protein levels in host cell","GO:0046719","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000185745,ENSG00000115415"
"GO:BP","synaptic vesicle budding from presynaptic endocytic zone membrane","GO:0016185","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000157601,ENSG00000183486"
"GO:BP","dynamin family protein polymerization involved in membrane fission","GO:0003373","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000157601,ENSG00000183486"
"GO:BP","negative regulation of regulatory T cell differentiation","GO:0045590","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000110492,ENSG00000089692"
"GO:BP","dynamin family protein polymerization involved in mitochondrial fission","GO:0003374","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000157601,ENSG00000183486"
"GO:BP","positive regulation of acute inflammatory response to antigenic stimulus","GO:0002866","0.01978481525576878","1.703668000680985","8","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","0.01978481525576878","1.703668000680985","339","146","9","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000089692"
"GO:BP","positive regulation of immune effector process","GO:0002699","0.01988880215347079","1.7013913724212217","214","146","7","18092","ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000125730,ENSG00000107201,ENSG00000137628,ENSG00000089692"
"GO:BP","positive regulation of viral life cycle","GO:1903902","0.01988880215347079","1.7013913724212217","30","146","3","18092","ENSG00000019582,ENSG00000196126,ENSG00000112343"
"GO:BP","negative regulation of viral transcription","GO:0032897","0.01988880215347079","1.7013913724212217","30","146","3","18092","ENSG00000142089,ENSG00000177606,ENSG00000067066"
"GO:BP","response to cadmium ion","GO:0046686","0.020930335831739685","1.6792238032570475","65","146","4","18092","ENSG00000125148,ENSG00000198727,ENSG00000170345,ENSG00000177606"
"GO:BP","regulation of interleukin-4 production","GO:0032673","0.021596632104549658","1.6656139697958843","31","146","3","18092","ENSG00000204592,ENSG00000196126,ENSG00000175197"
"GO:BP","positive regulation of neutrophil migration","GO:1902624","0.021596632104549658","1.6656139697958843","31","146","3","18092","ENSG00000110492,ENSG00000019582,ENSG00000169429"
"GO:BP","regulation of type 2 immune response","GO:0002828","0.021596632104549658","1.6656139697958843","31","146","3","18092","ENSG00000019582,ENSG00000134321,ENSG00000131203"
